Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion,Original_Emotion
train,Ses03M_script02_2,Ses03M_script02_2_M030,M,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_M031,M,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_M032,M,Yes it is.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_M033,M,Right.,anger,anger
train,Ses03M_script02_2,Ses03M_script02_2_M035,M,I'm trying to do the best I can.,anger,frustration
train,Ses03M_script02_2,Ses03M_script02_2_M036,M,Maybe if you were with someone else too.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_M037,M,I know.  But I know I don't make you happy.,sadness,sadness
train,Ses03M_script02_2,Ses03M_script02_2_M041,M,I mean look at the view of the moon we got from here.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_M042,M,"Hey, look what we got here.",joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_M045,M,Shh.  If we're very quiet the fish might come.,joy,happiness
train,Ses03M_script02_2,Ses03M_script02_2_M046,M,Or not.,joy,happiness
train,Ses03M_script03_1,Ses03M_script03_1_F003,F,Now and always sweet.,joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_F004,F,"I mean, it was, it's bound to come out sooner or later.",joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_F005,F,That sent shivers up my spine.,joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_F006,F,Behave exquisitely.,joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_F018,F,That's serious enough.,sadness,sadness
train,Ses03M_script03_1,Ses03M_script03_1_M004,M,I don't care then.,joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_M006,M,"No, wrong number.",joy,excited
train,Ses03M_script03_1,Ses03M_script03_1_M035,M,I didn't hit you very hard.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F000,F,"Oh, come on, you knew there was nothing in that.",neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F001,F,Presents?  A trivial little broach.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F003,F,No I didn't.  You made up the whole thing in your jealous imagination.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F004,F,Just a little perhaps but nothing serious.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F006,F,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F010,F,I don't know why you want it.  You've already had two glasses.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F011,F,I don't see what you have to go on and on with this kind of thing.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F012,F,It's become a habit with you.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F014,F,What?,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F016,F,"No, just making myself beautiful for you.",neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F017,F,That's the woman's job to lure the man.  Watch me a moment won't you?,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F024,F,"Adders don't snap, they sting.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F025,F,They sting.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F028,F,Mind your business.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F029,F,You're quite insufferable.  I expect it's because you're drunk.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F030,F,You've always had a weak head.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F031,F,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F032,F,Shut up.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F033,F,"Not very funny dear.  In fact, maybe you better have some more brandy.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F036,F,They are away in Tunis.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_F037,F,"Turn it on again, please.",anger,frustration
train,Ses03M_script03_2,Ses03M_script03_2_F038,F,Very well.  If you insist on being a boorish and idiotic.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F039,F,You are far too temperamental.  Try to control yourself.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F040,F,Go away.  Go away.  I hate you.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F041,F,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F042,F,"This is the end.  Understand?  This is the end, here and now, forever and always.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F043,F,"Oh, yes I am. Yes I am and you can't stop me.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F044,F,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_F045,F,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M000,M,Yes.  The real cause of that rile was Peter Burden.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M003,M,You went out of your way to torture me over Peter Burden.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M004,M,You must admit he was in love with you.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M005,M,You let him kiss you. You said so.  What of it?,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M006,M,And what about me?,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M007,M,"Oh, that's a nice point of view I must say.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M008,M,"Yeah, so am I.  Bored stiff.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M009,M,You want some brandy?,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M010,M,I'll have a little I think.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M011,M,No particular reason.  Anyhow they were very small ones.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M012,M,Oh my...just because I just...okay...,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M014,M,You needn't be so grand just because you don't happen to want any yourself at the moment.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M015,M,Really Amanda.,anger,frustration
train,Ses03M_script03_2,Ses03M_script03_2_M016,M,Nothing.,anger,frustration
train,Ses03M_script03_2,Ses03M_script03_2_M017,M,Going out somewhere dear?,anger,frustration
train,Ses03M_script03_2,Ses03M_script03_2_M019,M,Actually that's perfectly true.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M020,M,Yes it is.,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M021,M,I think that,neutral,neutral
train,Ses03M_script03_2,Ses03M_script03_2_M025,M,They snap.,anger,frustration
train,Ses03M_script03_2,Ses03M_script03_2_M029,M,I'm not in the least bit drunk.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M030,M,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M031,M,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M032,M,We might be able to bring up a splendid little debate about this intemperate tots.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M033,M,"Oh, thanks.  I think I will.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M034,M,You better turn that off.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M038,M,No I'll do no such thing.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M039,M,"Come on, turn it off.  It's driving me mad.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M040,M,Turn it--Turn it off.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M041,M,Very amusing indeed.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M042,M,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M043,M,You're not going nowhere. No you're not.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M044,M,Just shut up.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M045,M,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,anger,anger
train,Ses03M_script03_2,Ses03M_script03_2_M046,M,Oh.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F001,F,Well I filled out all the forms and I've given them to everyone and they keep sending me to someone else.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F002,F,Yes.  I'm just trying to get a new license.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F003,F,Okay.  I did-,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F004,F,I did exactly what they told me to do.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F005,F,I have done everything everyone in this entire place has told me to do.  I've been here for over an hour.  They make me wait in line.  Every single time I start over again.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F006,F,I have a life.  I have things to do.  I have places to go.  Can you not just put this through please?,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F007,F,"Okay, that's nice. That's nice but I have done everything you people have told me to do. I don't understand why you can't just help me get this done.  It's simple, right?  License.  I need it. Can we just do this please?",anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F008,F,I've been to the back of the line five times.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F009,F,Okay.  What is it that I did wrong on the form that I have to start all over again?,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F010,F,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",anger,anger
train,Ses04F_impro01,Ses04F_impro01_F011,F,I have been waiting for over an hour.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F012,F,I'm not starting over again.  No I have done this five times.  I am not starting over again.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F013,F,Look can you not just help me?,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_F014,F,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F016,F,This is your job is to help people like me who need to get a new license.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F019,F,I'm testing your patience?,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F021,F,I don't need to be.  I need to go and do other things with my time.  Okay.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_F022,F,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",anger,anger
train,Ses04F_impro01,Ses04F_impro01_M000,M,"Uh, lets- What do you need exactly?",anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M001,M,"You need a new license, is that what you're telling me?",anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M002,M,Let me see the form. Just let me see the form. Yeah.  You filled this out wrong.  I can't - I can't - I can't do anything with this.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M003,M,Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M004,M,Ma'am I can't help you.  Do you understand?,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M005,M,I've got a life too ma'am,anger,anger
train,Ses04F_impro01,Ses04F_impro01_M006,M,and I got to - i got to work here all day long.  Okay.  I've got to deal with you people all day.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M007,M,So what I need you to do is I need you to fill out this form correctly and go to the back of the line.,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M008,M,There's nothing I can do for you.  Do you understand that?  Nothing.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_M009,M,"What I need you to do is go to the back of the line,",anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M010,M,fill out this form and wait,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M011,M,You're going to have to go back again.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_M013,M,and you filled out-,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M014,M,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,anger,anger
train,Ses04F_impro01,Ses04F_impro01_M015,M,This whole area of the form was not supposed to be filled out and you put the address in the wrong place,anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M016,M,"Uhh, and you spelled your own name wrong.  So I need you to take that",anger,frustration
train,Ses04F_impro01,Ses04F_impro01_M017,M,"and, uh, throw it away. I need you to fill out a new form.",anger,frustration
